Id,SalePrice
1606,181594.262947634
1607,225836.651363884
1608,221981.769055976
1609,200436.158892694
1610,162367.788738621
1611,154426.52451408
1612,185577.01203294
1613,187723.63946921
1614,134917.643681626
1615,106203.738404701
1616,102934.468342076
1617,106686.472050974
1618,120067.755980606
1619,129601.913825645
1620,214273.417620017
1621,148935.78632458
1622,149717.495455243
1623,268286.265088447
1624,216933.28433131
1625,125736.612800843
1626,190505.901395784
1627,204205.351130287
1628,273925.570763208
1629,204030.80276164
1630,313629.844635964
1631,224634.215638411
1632,240231.35598762
1633,192921.961019297
1634,205133.482973695
1635,190810.070528823
1636,183716.756355761
1637,199282.75460052
1638,227670.759471798
1639,207087.514138727
1640,267343.029041886
1641,200967.710820042
1642,234685.808070422
1643,249419.527689173
1644,246006.314010966
1645,204745.911552202
1646,167412.965935325
1647,186852.742400728
1648,141754.145607356
1649,135083.624086778
1650,104474.052167423
1651,107387.729779955
1652,127759.674133968
1653,128209.666574189
1654,178529.775706877
1655,172170.989530812
1656,175702.530006395
1657,179987.965203079
1658,176424.766704239
1659,145884.105857546
1660,143346.652038335
1661,358693.100134127
1662,322260.251229095
1663,302429.337712346
1664,376479.998010729
1665,280386.634487111
1666,281212.887178657
1667,307247.097173565
1668,280184.671976529
1669,262317.868689265
1670,286073.796149286
1671,251422.45028039
1672,333310.501257951
1673,282578.20102292
1674,253895.446803683
1675,205121.386554866
1676,200219.887435391
1677,222105.866168412
1678,350794.3656823
1679,300153.167066541
1680,289452.094266149
1681,256241.816513389
1682,263057.986531836
1683,219420.306801511
1684,211122.775919576
1685,198289.614188983
1686,206598.23750583
1687,197060.780802462
1688,221291.682587446
1689,220015.948362715
1690,211678.517879435
1691,201580.538263753
1692,255933.7583275
1693,185878.223220904
1694,196892.839514671
1695,195517.651774667
1696,264862.38655333
1697,196733.66692591
1698,315426.204644085
1699,291308.317302074
1700,242760.097711778
1701,268048.682593891
1702,251842.633552744
1703,258707.215940951
1704,262364.912005353
1705,240317.947616936
1706,346016.647841194
1707,216393.517849581
1708,214144.679359919
1709,264521.311926297
1710,239081.989028646
1711,247420.684847615
1712,272229.78444645
1713,244670.175861444
1714,222127.05604114
1715,209160.70436289
1716,201086.422466848
1717,192231.35939223
1718,178144.432200955
1719,220030.404550502
1720,234412.50955094
1721,191685.287640207
1722,163778.56913387
1723,162736.114243267
1724,217109.238003515
1725,244138.736924588
1726,192397.496967811
1727,181227.96745584
1728,195966.550297114
1729,170070.301461211
1730,196930.841553293
1731,121816.212634245
1732,112769.238694594
1733,111910.897241358
1734,126873.85175349
1735,119809.712036139
1736,116428.601835007
1737,284606.205995248
1738,226679.075755563
1739,302458.518985493
1740,233677.347487652
1741,195401.923765584
1742,181665.074551832
1743,190618.979296585
1744,247390.723282913
1745,224182.31901163
1746,249891.241778676
1747,234838.963929433
1748,238661.387345465
1749,164042.128485025
1750,158352.926453603
1751,253965.858557997
1752,116332.974625919
1753,170103.202770521
1754,230319.932694954
1755,180881.51233546
1756,112331.348528117
1757,112307.606741419
1758,136816.663750606
1759,172610.506826069
1760,158764.324277621
1761,170090.669217091
1762,190787.494014552
1763,185007.6957567
1764,115301.820881777
1765,193320.067755557
1766,184028.225814094
1767,212008.003243324
1768,132432.695544789
1769,200064.774290932
1770,137459.951650614
1771,133914.939498767
1772,146913.219100344
1773,143361.30338808
1774,185149.701056467
1775,137774.794287867
1776,114176.710446451
1777,95921.1782463409
1778,120930.662674168
1779,103640.545982831
1780,175993.431936381
1781,131089.36284527
1782,74472.2665206747
1783,120321.047671921
1784,55440.5497053338
1785,104855.583823674
1786,139057.22562319
1787,142752.333875571
1788,28511.9654646059
1789,81453.0386304951
1790,21316.9837180708
1791,228649.410721734
1792,169492.303068026
1793,155011.760773243
1794,134442.365266486
1795,143256.30096089
1796,133702.631736741
1797,129820.138288826
1798,123504.181649998
1799,96763.4561606991
1800,118433.13508619
1801,122947.092746926
1802,140013.360872872
1803,174253.177572663
1804,131998.394121245
1805,152983.843316269
1806,135811.792063324
1807,148937.669097986
1808,90432.7804848691
1809,101984.736313653
1810,139246.764133569
1811,106304.527458806
1812,104885.721272877
1813,126612.97953764
1814,68722.4111265666
1815,18278.5678339581
1816,78431.7930111819
1817,89780.1409986957
1818,145073.342103872
1819,121515.341785166
1820,59207.7839259193
1821,119133.260079598
1822,123358.095660181
1823,19862.8164172301
1824,143317.507266939
1825,128750.684403515
1826,88795.5103510785
1827,94934.9993778667
1828,145944.321400511
1829,101806.69495028
1830,145170.002227462
1831,162527.406666467
1832,146266.58154624
1833,152470.225293771
1834,113736.090127588
1835,151815.801376056
1836,150639.894778746
1837,71223.9902724625
1838,120063.927927365
1839,73709.732832718
1840,156988.069463552
1841,146768.995011113
1842,96860.6321047707
1843,144367.149861614
1844,147811.110300508
1845,159722.810196375
1846,160652.553799874
1847,185041.057502347
1848,25072.5677675976
1849,102631.618600857
1850,124520.686148367
1851,166510.200449106
1852,135691.880664731
1853,139878.432962635
1854,177432.632699931
1855,174689.295366884
1856,232846.595272472
1857,116044.528780153
1858,173910.720513355
1859,137814.453443094
1860,170928.103065525
1861,136662.737237166
1862,299310.192979794
1863,297244.337225523
1864,297263.856291638
1865,273482.77963931
1866,278765.749174531
1867,244750.631158697
1868,284747.950474275
1869,215055.411866586
1870,217711.612846129
1871,246194.541252455
1872,195198.975314218
1873,238034.731051344
1874,147768.702737602
1875,214873.358828454
1876,212298.478269495
1877,213852.43261079
1878,228674.108200561
1879,131123.215679278
1880,129783.272199909
1881,226363.927021744
1882,270500.538916558
1883,213199.410211647
1884,223862.872977835
1885,243988.075735053
1886,269646.593678894
1887,218828.687033847
1888,254205.467181765
1889,192655.929745597
1890,117712.090421424
1891,157639.893602185
1892,96035.0539346773
1893,136879.35335141
1894,173468.05954934
1895,164241.592130922
1896,140149.186857228
1897,135804.860548874
1898,130936.520495015
1899,126298.539034505
1900,135519.275732987
1901,159222.1580387
1902,144145.103886198
1903,233691.862293941
1904,138319.766888198
1905,193000.646227577
1906,159664.995667973
1907,213008.680869228
1908,148432.055933253
1909,159648.177605499
1910,159713.592854102
1911,209813.925243257
1912,279600.315929684
1913,126570.47905412
1914,51752.6910968565
1915,253681.575955796
1916,15526.2637105401
1917,261256.420150154
1918,154297.520747656
1919,186725.489034564
1920,189766.121855029
1921,307932.702959916
1922,263330.566596283
1923,222524.195427976
1924,223398.949932601
1925,230916.88381683
1926,298664.701223028
1927,132024.094783881
1928,167170.318439425
1929,117347.803856893
1930,148256.837707594
1931,145938.491761428
1932,151017.297054484
1933,170097.147780809
1934,203474.357712482
1935,188841.886730671
1936,193287.303754384
1937,207528.383599031
1938,179041.651642829
1939,251939.203789224
1940,206205.761359735
1941,207153.128310076
1942,193978.517326102
1943,220210.172534307
1944,292150.205689788
1945,291535.265162506
1946,201296.041504207
1947,276580.62868817
1948,197751.509899315
1949,236683.517633961
1950,189664.505567088
1951,271390.029522735
1952,237498.289702902
1953,177173.471781438
1954,225732.861391662
1955,139511.4665807
1956,295816.436233233
1957,193516.191836987
1958,279430.934754896
1959,170977.46845722
1960,111677.298793712
1961,118967.119638228
1962,128473.9976969
1963,129034.774025885
1964,133755.550997333
1965,164790.0729314
1966,164220.625656061
1967,243954.573796329
1968,321900.557435828
1969,298187.61623708
1970,336101.73246901
1971,345523.053461991
1972,302493.693011535
1973,264368.400564709
1974,280637.115493375
1975,360909.042175456
1976,251598.767307056
1977,306318.113648376
1978,316536.390535059
1979,290037.3193375
1980,223323.42809739
1981,283497.070095753
1982,232887.566022577
1983,232887.566022577
1984,204316.247145922
1985,223222.589740759
1986,229709.364534592
1987,208591.043567267
1988,200707.85099421
1989,224604.265447043
1990,239546.012305773
1991,222398.713498202
1992,235666.731448246
1993,205323.969299711
1994,260911.761482728
1995,218850.912756288
1996,268829.464538699
1997,292562.933606705
1998,280046.179602739
1999,259723.53406192
2000,288319.2037942
2001,249858.519737787
2002,240612.607483019
2003,262489.50872891
2004,253669.518988042
2005,243880.017425505
2006,225595.757283335
2007,260140.761615318
2008,199525.953427357
2009,199761.690377272
2010,213401.552530263
2011,183807.624363098
2012,196188.284716922
2013,186689.771020392
2014,192153.971631044
2015,207532.66448984
2016,196274.917338154
2017,207054.385438064
2018,134547.502041829
2019,126942.525154975
2020,119274.370966841
2021,112619.480341835
2022,207166.68470759
2023,175318.027914443
2024,266378.479236771
2025,327484.233722704
2026,197054.472019952
2027,166037.205943896
2028,193564.290219835
2029,182924.386924425
2030,263748.213140582
2031,239933.634301638
2032,248156.663352936
2033,257095.410304154
2034,187527.051353234
2035,229308.239014641
2036,218155.215358676
2037,219249.041633532
2038,299652.523627504
2039,219511.367293662
2040,308526.36577162
2041,240572.169464851
2042,231825.765964132
2043,177415.733230584
2044,210694.119939114
2045,219408.003266777
2046,174974.650895286
2047,146721.752767459
2048,121641.696410251
2049,182354.402104261
2050,192137.683737883
2051,95366.6510141954
2052,132103.615228052
2053,134778.088799094
2054,71397.6972257396
2055,156677.703485803
2056,137477.918459957
2057,119225.110656277
2058,211097.48767188
2059,154936.121321785
2060,153180.916183653
2061,188682.145875442
2062,128047.14584838
2063,106135.352960559
2064,130170.210811468
2065,116230.679817785
2066,200591.995636942
2067,144713.889023424
2068,184672.769689839
2069,70543.2756869014
2070,102119.334183554
2071,69432.0938043708
2072,127502.694817729
2073,141243.619749436
2074,187388.252899081
2075,145590.915384443
2076,119074.358972097
2077,141654.673957421
2078,125187.850172661
2079,139359.850864812
2080,130473.601413075
2081,141910.125155752
2082,183632.168302405
2083,143910.266727046
2084,105991.271817826
2085,132542.182963596
2086,158371.253082989
2087,127607.045876612
2088,95339.174315483
2089,79575.9796516112
2090,121982.702702286
2091,98987.2164685063
2092,123804.86318429
2093,141107.459045108
2094,131913.465598075
2095,166607.26965706
2096,68728.5335484953
2097,71809.6755436914
2098,148412.817401313
2099,24302.8189537621
2100,100826.243945046
2101,107212.764349254
2102,137510.77849249
2103,66902.4073482974
2104,163640.298755352
2105,103831.355462837
2106,46179.4154741313
2107,200164.438941404
2108,121856.606026301
2109,109444.586443721
2110,119685.615083176
2111,167810.680199088
2112,153681.217308147
2113,111911.547112006
2114,100689.080093434
2115,168528.219892028
2116,104715.794374482
2117,142170.520503614
2118,142465.778218089
2119,112599.05295488
2120,106260.340908508
2121,NA
2122,86957.0353680614
2123,77065.1349632105
2124,197311.294403494
2125,143672.420343614
2126,135666.680176574
2127,160566.392188558
2128,128311.082239444
2129,96814.689246386
2130,154629.577862954
2131,170726.306617887
2132,105097.452220857
2133,115608.190414671
2134,129337.784315294
2135,66350.9734732983
2136,67284.5243134625
2137,118286.432883961
2138,130164.932002329
2139,167692.515458506
2140,129616.643861082
2141,151709.751229732
2142,133308.861257809
2143,146538.160128514
2144,109070.43558856
2145,124944.611066413
2146,160392.939284347
2147,180656.630443217
2148,118671.137963492
2149,125221.934447984
2150,233418.991129108
2151,144649.954749401
2152,179474.890543434
2153,170955.118103833
2154,122768.714656083
2155,146174.430375918
2156,269273.100199148
2157,233370.356172218
2158,245752.648515096
2159,234117.282332636
2160,205483.040533039
2161,256037.356645062
2162,333564.625472739
2163,294471.308207739
2164,238004.865320053
2165,192170.204135146
2166,148479.333504243
2167,219590.704439789
2168,201680.510480138
2169,207416.634742089
2170,221526.223861669
2171,143752.833393122
2172,151353.559549795
2173,162708.545485639
2174,258168.385882412
2175,276979.181317882
2176,268209.354466758
2177,265425.825259087
2178,240888.777889283
2179,153620.940754893
2180,227046.984485596
2181,215863.069188328
2182,228925.935558891
2183,211300.995728522
2184,133959.682536938
2185,123907.113273738
2186,168473.674967835
2187,167961.328703802
2188,173449.123934887
2189,289367.184542897
2190,86951.6368863069
2191,87391.0796450678
2192,87158.2689588401
2193,103282.484555222
2194,98977.1824267672
2195,97760.0846064935
2196,101019.594541544
2197,96120.489117631
2198,163787.96793456
2199,186089.080909933
2200,132266.954464974
2201,113895.884098196
2202,176154.386220753
2203,145312.43403254
2204,167190.025662515
2205,122173.183668774
2206,147395.081826471
2207,206458.262379457
2208,228546.813412024
2209,219471.58492903
2210,149223.400675993
2211,107561.050863012
2212,121748.525111191
2213,107799.683936156
2214,162097.957113836
2215,86131.6406473277
2216,174182.478443507
2217,25646.2427371961
2218,61089.1601535382
2219,59893.531738213
2220,63953.6232336918
2221,254395.899518729
2222,238130.325964901
2223,257615.76562588
2224,228817.340717379
2225,154485.089902821
2226,194555.563480856
2227,211390.377156116
2228,238752.384545431
2229,249736.353450308
2230,162921.248710431
2231,212978.240740769
2232,208001.216113723
2233,190486.495677617
2234,240635.257668566
2235,214674.864079731
2236,269514.462706858
2237,282304.817404894
2238,202741.200964708
2239,162958.382964059
2240,174637.478830471
2241,129080.000572549
2242,134636.727338501
2243,157885.438696103
2244,104139.144625171
2245,112574.211455803
2246,144902.116883522
2247,137868.263585538
2248,125646.469932159
2249,126035.112754151
2250,133270.483249431
2251,135803.327777891
2252,202857.968792754
2253,179760.194601301
2254,194629.552981273
2255,211240.321861957
2256,197332.05558487
2257,241472.79348356
2258,187790.646480859
2259,202204.189140571
2260,171035.824842958
2261,195881.183583127
2262,219764.15891567
2263,293901.341807894
2264,366657.414656348
2265,171065.260084807
2266,269071.092063204
2267,305355.125025225
2268,311632.297167737
2269,176710.726736283
2270,199475.011441986
2271,225285.776939082
2272,220137.948425811
2273,169614.914723512
2274,187176.152034869
2275,184724.598457052
2276,197150.10840452
2277,206579.839979521
2278,151666.454125007
2279,122966.091310694
2280,109807.517253794
2281,200620.565090578
2282,203004.788034412
2283,137110.683214516
2284,145973.618132054
2285,166839.456740739
2286,126504.308993173
2287,286324.71675242
2288,263363.970783769
2289,297669.575298873
2290,334879.930421393
2291,294683.214436052
2292,329362.364451649
2293,355825.784745654
2294,333229.354282515
2295,340930.976647834
2296,287785.717861625
2297,276753.072381623
2298,286489.192701768
2299,328614.466694236
2300,289423.127486356
2301,251677.805599523
2302,230259.174512724
2303,252009.406091863
2304,248884.911476919
2305,200699.68086468
2306,200700.735949335
2307,206530.31966412
2308,248881.844027871
2309,265588.085784537
2310,232230.629269059
2311,220723.398853445
2312,194308.597428597
2313,203364.255810452
2314,200338.4870101
2315,200492.180480597
2316,213062.259194041
2317,195573.722126188
2318,190340.488156441
2319,200943.201308782
2320,204266.63402095
2321,244484.792458298
2322,213238.40602627
2323,188312.273758845
2324,199359.872768609
2325,235705.603204267
2326,200144.14017063
2327,238006.181628272
2328,240364.928698195
2329,210960.215926174
2330,208561.802052478
2331,315155.492770148
2332,336131.247390266
2333,296119.720498787
2334,264010.975353914
2335,265598.922056543
2336,289824.292568903
2337,214179.320435033
2338,252501.400497198
2339,250294.139717681
2340,312952.114581774
2341,236497.639001662
2342,237853.549814009
2343,232199.669536672
2344,234484.214297387
2345,248054.644352921
2346,223936.76993975
2347,209230.458975454
2348,236934.632118551
2349,181262.988954177
2350,256167.679895032
2351,254726.782434879
2352,262677.813083216
2353,259494.220007992
2354,176583.220988566
2355,193812.368775478
2356,162641.138795298
2357,219309.016838859
2358,201283.188880676
2359,178284.730136955
2360,125580.201972016
2361,133230.669612908
2362,272831.93200499
2363,136687.1367205
2364,165736.359721957
2365,233934.006821173
2366,206036.199589711
2367,236652.732233761
2368,219020.795128771
2369,237626.680555622
2370,192479.35642462
2371,185806.26178085
2372,204638.827325832
2373,273567.767709401
2374,290563.687704988
2375,238311.389939795
2376,274309.930010828
2377,320293.217928966
2378,150997.738894151
2379,229705.828883526
2380,147965.225321992
2381,166509.92346728
2382,209096.901994113
2383,232468.866924543
2384,247295.274626004
2385,162854.644912786
2386,143951.503285831
2387,132952.097175986
2388,100423.233383645
2389,131910.46802618
2390,144288.822897865
2391,134186.08413675
2392,117028.7972827
2393,182146.243658446
2394,143774.271400868
2395,209692.538640171
2396,174965.024375603
2397,204936.217893916
2398,103578.941596045
2399,55153.6317759869
2400,49053.1022762534
2401,108363.853234809
2402,130545.791599201
2403,171145.054980607
2404,149886.034111242
2405,167751.823766546
2406,132080.996638318
2407,120731.708662723
2408,131057.724232679
2409,145307.835506639
2410,215859.485152399
2411,115265.287327877
2412,159887.729399211
2413,136381.603889061
2414,128694.16220757
2415,163690.569378089
2416,129414.554061905
2417,136715.010146677
2418,117623.578097725
2419,135983.78445144
2420,135975.902832626
2421,153006.496866965
2422,115018.143785519
2423,90582.9934634445
2424,161873.290435228
2425,211006.48016217
2426,105270.146804901
2427,103573.567543827
2428,203533.248988525
2429,118067.598143146
2430,139750.468415865
2431,132983.446500719
2432,126814.418562374
2433,146082.550675425
2434,140801.297672686
2435,173818.562211412
2436,95767.0477411284
2437,112746.090500422
2438,128692.592289513
2439,94221.5156408776
2440,124589.695639175
2441,106432.196862022
2442,101277.854992748
2443,133006.901758589
2444,96271.5327363083
2445,62657.3007252021
2446,113333.913676296
2447,168035.908635973
2448,153171.484885262
2449,90052.16466543
2450,136430.286574003
2451,123440.855841849
2452,181571.80138324
2453,81339.5940129037
2454,112082.88840694
2455,107726.442313166
2456,137282.635326734
2457,116473.547597939
2458,146606.583174429
2459,99915.6828159429
2460,149021.702976251
2461,118849.432170825
2462,135097.752777258
2463,107059.632893537
2464,177979.446559791
2465,124568.949004443
2466,108855.723558165
2467,149486.143704826
2468,77063.9581506829
2469,87118.707266604
2470,214921.467505422
2471,220466.580136598
2472,181577.767314241
2473,118044.180201605
2474,86037.3037998051
2475,228761.784225313
2476,115653.927907549
2477,124407.057045985
2478,171984.207041395
2479,112695.833891335
2480,143911.412492428
2481,130525.279795174
2482,119197.391510084
2483,120129.406603346
2484,123284.538586475
2485,122416.424847422
2486,159472.947259455
2487,186876.353173171
2488,169682.959271828
2489,159984.224934539
2490,160852.048513015
2491,76406.2606183444
2492,198244.060822534
2493,135236.100325227
2494,171081.505510049
2495,103809.339569243
2496,240565.260693467
2497,166890.866765465
2498,109255.745455759
2499,81825.820782867
2500,141440.3231842
2501,143881.240263509
2502,157057.518049759
2503,97327.8078192431
2504,218598.427785458
2505,231220.452153626
2506,259213.347966435
2507,285290.917012399
2508,259770.960206543
2509,226041.094966945
2510,246702.878788514
2511,202636.942635913
2512,221655.904474498
2513,225892.28982438
2514,243797.531896667
2515,151659.352755695
2516,172278.862052039
2517,148496.246110294
2518,160038.143748968
2519,236193.254135017
2520,226783.977526387
2521,212630.029407255
2522,234168.679877809
2523,125623.802322402
2524,147198.397942946
2525,149485.27366732
2526,138125.428418124
2527,129942.657991314
2528,125600.109960629
2529,120205.851526214
2530,98777.2927191569
2531,243276.394014254
2532,240814.291720301
2533,215006.510948318
2534,246208.032343418
2535,295146.164360211
2536,250866.151639713
2537,234321.551067918
2538,202453.780535849
2539,196842.032046913
2540,205885.67116854
2541,213960.759692307
2542,177441.245823179
2543,134844.893866686
2544,118636.985935559
2545,130189.393703617
2546,151297.343585778
2547,160727.633538276
2548,178102.493354446
2549,168888.222107449
2550,577621.125399543
2551,159068.54072805
2552,120139.631706848
2553,85796.2902678082
2554,128826.651216672
2555,108484.306758846
2556,98649.1947708542
2557,94621.7628454681
2558,188729.898977045
2559,126687.741369475
2560,128671.909061156
2561,135421.606797597
2562,134216.413748179
2563,142917.513100626
2564,173822.332645445
2565,117700.721530744
2566,137077.540738434
2567,119843.250983948
2568,221113.649887161
2569,210270.428520337
2570,150563.683184265
2571,190475.13940909
2572,183256.658872716
2573,240580.714724911
2574,272018.79266422
2575,128336.945682082
2576,129130.573102431
2577,137440.905571064
2578,81300.4418774702
2579,28502.8630383585
2580,127863.93989102
2581,112288.821350853
2582,100745.499504674
2583,253553.74407366
2584,180234.676864335
2585,195857.747157946
2586,225389.812079946
2587,220661.626576704
2588,154761.113508717
2589,159723.390112005
2590,229541.110853759
2591,212703.618801205
2592,235865.171781377
2593,251166.087326948
2594,190625.601852853
2595,215571.945517816
2596,277601.65186348
2597,210713.756182195
2598,274725.467572152
2599,301600.490220604
2600,138001.164385398
2601,156144.015203561
2602,106297.17939507
2603,100453.943841362
2604,107192.416394566
2605,108193.78898204
2606,145057.997428013
2607,189638.222073837
2608,211179.080334481
2609,164039.292824261
2610,116388.205528361
2611,158450.133303597
2612,148032.710671016
2613,129069.723346516
2614,132852.980427564
2615,153945.490134832
2616,160852.086454618
2617,190694.416339078
2618,212643.99483441
2619,236768.017324694
2620,197820.714482207
2621,205759.536890465
2622,211188.025453762
2623,268385.154462223
2624,277552.271145717
2625,305431.436894729
2626,185859.989307656
2627,197237.595322205
2628,329904.090291893
2629,379615.156690417
2630,304397.264033993
2631,350268.937065063
2632,329501.794314634
2633,276900.651930433
2634,313196.363425811
2635,170199.531306776
2636,219884.355135336
2637,180279.893361425
2638,263007.556774883
2639,199384.482504934
2640,157150.905745497
2641,105609.045924585
2642,201051.994834383
2643,136953.476766026
2644,155191.069145837
2645,134132.512465532
2646,127156.929606528
2647,135669.407489454
2648,162309.005564964
2649,160328.579686438
2650,165967.907182614
2651,177041.494936594
2652,328116.278974525
2653,259148.360056719
2654,242043.257190296
2655,292131.734006894
2656,290567.197774943
2657,294882.206762125
2658,281344.614423487
2659,284250.214582045
2660,293757.695404023
2661,285802.819967675
2662,284738.793150807
2663,268240.262736314
2664,264249.60829509
2665,275267.194162727
2666,273022.421227277
2667,198947.855606941
2668,204390.790532371
2669,196709.055717994
2670,282445.900774245
2671,203776.731263227
2672,216905.93826404
2673,225192.760286426
2674,228547.033316867
2675,191367.522596563
2676,221912.179859454
2677,223216.821963955
2678,255763.859874314
2679,256248.894872146
2680,273850.234655242
2681,329140.788283214
2682,300540.59662118
2683,366611.876072835
2684,286603.67726685
2685,302918.698446346
2686,263443.64983408
2687,264039.898375118
2688,237794.074486387
2689,219365.902218247
2690,336251.450847719
2691,203167.718172527
2692,179905.745755913
2693,215249.978011162
2694,181884.301826528
2695,216182.124591534
2696,208254.638503326
2697,205849.898114928
2698,194789.534943221
2699,188398.892638291
2700,175324.431908022
2701,169806.439259776
2702,123061.413836584
2703,160851.879456292
2704,145432.439108617
2705,126173.704817877
2706,122664.233133998
2707,121061.233742967
2708,132360.38444265
2709,120459.181474546
2710,135859.174491551
2711,312334.095386991
2712,326625.917314529
2713,202396.221600473
2714,180198.216989695
2715,184433.088826262
2716,172721.934044048
2717,214737.888290324
2718,248457.420205905
2719,149302.091058175
2720,183775.696711767
2721,133574.853488633
2722,166880.722380174
2723,155357.470217434
2724,120884.285399567
2725,132230.085592831
2726,142045.463514263
2727,200022.987206427
2728,179307.162172038
2729,155377.471478962
2730,145829.630136682
2731,119618.495204978
2732,129169.59003387
2733,165795.778284816
2734,174629.29837291
2735,130146.173037335
2736,159337.242219264
2737,116129.742001488
2738,173104.760108741
2739,183843.260359615
2740,143074.326105978
2741,155812.336867603
2742,169426.765403026
2743,154503.525074645
2744,157313.8920288
2745,140148.91591173
2746,121710.73346774
2747,155365.491196803
2748,113154.824654952
2749,133604.395468209
2750,127944.038126899
2751,112947.937114761
2752,230911.448294525
2753,143432.446970275
2754,230564.682119014
2755,139745.451442869
2756,56694.8753877513
2757,50577.215399465
2758,41403.4842593382
2759,142223.504494815
2760,126565.885178395
2761,161324.774868861
2762,153344.268878634
2763,210926.414990074
2764,164080.588895521
2765,270036.580804736
2766,130353.650543093
2767,65192.9879817081
2768,165757.768922231
2769,133580.594234077
2770,156742.266728001
2771,114835.746997486
2772,125936.592713699
2773,130717.053122003
2774,156469.516206528
2775,129564.467545451
2776,114929.382634904
2777,125043.835582309
2778,130519.923179864
2779,115388.845420089
2780,113669.833340909
2781,87325.3182366862
2782,84312.5784434214
2783,69004.8421441832
2784,117785.644087073
2785,123736.755206572
2786,28575.926666222
2787,133467.674395803
2788,51097.494361448
2789,178538.284870614
2790,99677.0655810352
2791,119578.266497478
2792,62708.9325174177
2793,166423.156282695
2794,74687.2307376296
2795,113673.8937782
2796,86049.4427424452
2797,254842.907426969
2798,97349.2035889023
2799,93289.2781775703
2800,74382.4555353667
2801,115177.996145309
2802,147657.297356879
2803,211758.805466819
2804,143623.279944399
2805,96646.8281652861
2806,91793.4639414085
2807,186710.281549237
2808,147267.086481133
2809,137960.384271378
2810,133603.445998989
2811,168378.22530303
2812,163132.296578949
2813,208654.071057786
2814,206530.007840073
2815,104031.89807788
2816,250475.317690064
2817,151783.975703111
2818,119655.76923829
2819,181081.748009018
2820,134393.180575183
2821,135127.250138394
2822,190193.2309378
2823,310944.91009873
2824,185707.0266497
2825,133381.274745642
2826,128723.493351043
2827,164609.518030813
2828,248177.050901891
2829,195920.544240434
2830,237815.63216924
2831,198757.81163251
2832,248328.911461476
2833,243523.472236652
2834,225569.600928854
2835,241992.517535706
2836,209715.976402904
2837,185808.174976567
2838,160274.661608013
2839,196482.470806288
2840,210920.319784036
2841,214773.59034661
2842,232494.694209922
2843,162950.639470331
2844,166932.700984292
2845,124413.123098607
2846,217555.307826409
2847,212528.783135783
2848,234994.400527005
2849,225685.26229639
